일시,최고기온,평균기온,일강수량
2021-06-02,29.7,23.2,
2021-06-03,22.7,19.1,18.1
2021-06-04,23.6,18.5,
2021-06-05,25.7,20.8,
2021-06-06,28.2,23.0,
2021-06-07,24.0,21.1,0.0
2021-06-08,29.5,23.6,0.1
2021-06-09,31.6,25.8,
2021-06-10,29.8,24.9,6.1
2021-06-11,24.4,21.5,4.6
2021-06-12,30.2,24.2,
2021-06-13,29.7,24.8,
2021-06-14,30.2,24.8,
2021-06-15,25.3,22.5,1.9
2021-06-16,28.9,24.3,
2021-06-17,25.0,21.9,0.0
2021-06-18,21.4,20.0,6.3
2021-06-19,27.4,22.3,
2021-06-20,29.0,22.9,
2021-06-21,28.5,23.6,
2021-06-22,28.6,22.8,0.0
2021-06-23,27.9,22.4,7.5
2021-06-24,28.0,23.0,
2021-06-25,29.5,24.1,
2021-06-26,26.7,22.8,4.5
2021-06-27,30.8,24.5,38.2
2021-06-28,29.2,23.7,0.1
2021-06-29,28.4,23.9,8.0
2021-06-30,28.8,24.3,6.0
2021-07-01,31.0,26.3,
2021-07-02,31.8,27.1,
2021-07-03,25.7,22.6,60.0
2021-07-04,23.1,21.4,21.4
2021-07-05,26.9,23.3,
2021-07-06,30.1,25.3,
2021-07-07,29.1,26.4,12.7
2021-07-08,29.8,26.0,2.9
2021-07-09,29.2,25.5,0.0
2021-07-10,29.2,25.9,0.5
2021-07-11,27.5,25.7,0.4
2021-07-12,32.5,28.1,
2021-07-13,31.5,28.8,
2021-07-14,33.5,29.7,
2021-07-15,34.5,29.1,0.0
2021-07-16,35.2,28.8,
2021-07-17,32.8,29.1,0.0
2021-07-18,34.1,29.6,
2021-07-19,30.5,26.4,67.4
2021-07-20,31.8,27.9,0.0
2021-07-21,35.3,30.5,
2021-07-22,35.9,31.2,
2021-07-23,35.8,31.2,
2021-07-24,36.5,31.7,
2021-07-25,35.9,31.5,
2021-07-26,35.4,31.2,
2021-07-27,35.7,31.1,
2021-07-28,34.7,30.4,0.0
2021-07-29,33.3,29.6,
2021-07-30,35.4,30.5,
2021-07-31,34.3,29.8,3.0
2021-08-01,28.8,27.1,21.0
2021-08-02,28.6,26.5,1.7
2021-08-03,31.4,28.0,0.0
2021-08-04,33.2,28.9,
2021-08-05,33.7,29.4,
2021-08-06,32.2,28.1,
2021-08-07,32.3,28.0,
2021-08-08,32.1,26.8,12.7
2021-08-09,33.6,28.3,
2021-08-10,32.2,27.7,
2021-08-11,31.6,27.4,0.0
2021-08-12,31.7,26.8,0.0
2021-08-13,30.1,26.6,
2021-08-14,30.5,26.1,
2021-08-15,32.4,26.9,
2021-08-16,32.8,27.3,0.0
2021-08-17,31.3,25.9,9.3
2021-08-18,31.0,24.3,5.6
2021-08-19,31.5,26.0,
2021-08-20,30.7,26.6,0.0
2021-08-21,25.5,23.8,62.8
2021-08-22,27.0,24.4,0.0
2021-08-23,24.0,22.4,7.4
2021-08-24,26.4,23.4,10.5
2021-08-25,27.3,25.0,0.3
2021-08-26,27.9,25.5,0.7
2021-08-27,25.5,22.4,0.9
2021-08-28,28.2,23.6,
2021-08-29,26.3,23.7,0.9
2021-08-30,27.7,24.2,0.0
2021-08-31,23.1,20.5,77.4
2021-09-01,23.9,21.4,0.8
2021-09-02,26.7,23.5,
2021-09-03,29.2,24.3,
2021-09-04,28.6,23.2,
2021-09-05,27.3,23.1,
2021-09-06,26.4,22.3,12.0
2021-09-07,20.9,19.6,29.6
2021-09-08,26.9,22.2,1.6
2021-09-09,29.1,23.5,
2021-09-10,28.9,23.6,
2021-09-11,29.4,24.0,
2021-09-12,29.8,24.2,
2021-09-13,30.3,24.8,
2021-09-14,29.5,24.6,
2021-09-15,28.9,23.6,
2021-09-16,27.3,22.9,
2021-09-17,28.2,23.5,
2021-09-18,29.8,23.9,
2021-09-19,27.8,23.7,
2021-09-20,28.4,23.7,
2021-09-21,26.2,22.0,68.1
2021-09-22,24.3,20.2,4.5
2021-09-23,25.9,20.9,
2021-09-24,26.9,21.8,
2021-09-25,23.1,21.2,
2021-09-26,27.3,22.6,
2021-09-27,25.0,21.6,0.0
2021-09-28,24.4,21.5,1.3
2021-09-29,21.4,20.2,13.1
2021-09-30,25.9,20.3,
2021-10-01,27.5,21.1,13.3
2021-10-02,26.6,20.7,
2021-10-03,28.8,22.3,
2021-10-04,25.6,22.9,3.6
2021-10-05,26.5,23.6,0.0
2021-10-06,21.7,18.8,6.4
2021-10-07,21.9,19.4,4.6
2021-10-08,20.0,18.8,3.5
2021-10-09,24.1,20.9,0.4
2021-10-10,24.3,19.9,14.2
2021-10-11,17.8,15.2,0.3
2021-10-12,21.3,17.9,
2021-10-13,25.2,19.6,
2021-10-14,23.9,19.7,
2021-10-15,21.4,19.0,0.0
2021-10-16,18.1,10.7,0.0
2021-10-17,10.8,5.6,
2021-10-18,16.1,9.6,5.6
2021-10-19,15.0,10.9,4.4
2021-10-20,15.8,9.5,
2021-10-21,16.2,9.8,
2021-10-22,17.2,10.8,
2021-10-23,18.4,11.4,
2021-10-24,18.1,11.4,
2021-10-25,17.6,11.7,
2021-10-26,19.0,13.0,
2021-10-27,18.1,13.4,0.0
2021-10-28,20.0,12.7,
2021-10-29,20.6,14.6,
2021-10-30,18.0,13.8,
2021-10-31,20.3,14.1,0.7
2021-11-01,16.9,12.9,
2021-11-02,16.9,11.5,
2021-11-03,17.1,12.1,
2021-11-04,16.3,12.1,0.0
2021-11-05,20.2,13.0,
2021-11-06,21.3,14.1,
2021-11-07,21.3,15.3,
2021-11-08,15.5,8.6,25.7
2021-11-09,6.5,4.9,2.0
2021-11-10,7.7,4.2,0.3
2021-11-11,9.7,5.3,0.0
2021-11-12,8.6,4.5,
2021-11-13,13.4,7.3,
2021-11-14,16.4,11.3,
2021-11-15,15.7,10.1,
2021-11-16,13.6,8.5,
2021-11-17,12.5,7.5,
2021-11-18,16.2,11.9,0.0
2021-11-19,16.7,12.9,
2021-11-20,15.6,10.4,
2021-11-21,13.1,10.4,5.9
2021-11-22,7.5,,1.3
2021-11-23,,,
2021-11-24,,,
2021-11-25,,,
2021-11-26,,,
2021-11-27,,,
2021-11-28,,,
2021-11-29,,,
2021-11-30,,,
